Suburb,Rooms,Type,Price,Date,Distance,Postcode,Bedroom2,Bathroom,Car,BuildingArea,CouncilArea,Lattitude,Longtitude,Propertycount,Age,metropolitan,victoria,Missing_Price
St Kilda,2,u,580000,2016-04-16,6.1,3182,2,1,0.0,95.0,Port Phillip,-37.8617,144.9796,13240,95.0,1,0,0
Ormond,1,u,260000,2016-04-16,11.8,3204,1,1,1.0,126.0,Glen Eira,-37.9038,145.0454,3578,55.0,1,0,0
Doncaster,3,h,1190000,2016-04-16,13.9,3108,3,1,1.0,140.0,Manningham,-37.7816,145.1066,9028,65.0,1,0,0
Gowanbrae,3,h,700000,2016-04-16,13.6,3043,3,2,2.0,126.0,Moreland,-37.7089,144.8927,1071,20.0,1,0,0
Albert Park,3,h,2000000,2016-04-16,3.3,3206,3,2,1.0,147.0,Port Phillip,-37.847,144.9575,3280,125.0,1,0,0
Rosanna,2,h,430000,2016-04-16,11.4,3084,2,1,1.0,83.0,Banyule,-37.7362,145.079,3540,45.0,1,0,0
Seddon,3,h,1395000,2016-04-16,6.6,3011,3,1,2.0,155.0,Maribyrnong,-37.8093,144.8941,2417,79.0,1,0,0
Seddon,3,h,920000,2016-04-16,6.6,3011,3,2,2.0,132.0,Maribyrnong,-37.8057,144.8857,2417,25.0,1,0,0
Northcote,3,h,1900000,2016-04-16,5.5,3070,3,1,1.0,174.0,Darebin,-37.7752,145.0032,11364,115.0,1,0,0
Reservoir,3,h,540000,2016-04-16,11.2,3073,3,1,2.0,126.0,Darebin,-37.7156,144.9825,21650,55.0,1,0,0
Reservoir,3,h,650000,2016-04-16,11.2,3073,3,1,2.0,92.0,Darebin,-37.7184,144.9962,21650,65.0,1,0,0
Seddon,3,h,965000,2016-04-16,6.6,3011,3,1,0.0,104.0,Maribyrnong,-37.8037,144.8874,2417,115.0,1,0,0
Reservoir,2,u,390000,2016-04-16,11.2,3073,2,1,1.0,74.0,Darebin,-37.7261,144.9961,21650,45.0,1,0,0
Reservoir,4,h,786000,2016-04-16,11.2,3073,4,3,1.0,174.0,Darebin,-37.7283,145.0072,21650,12.0,1,0,0
Carnegie,2,h,675000,2016-04-16,11.4,3163,2,1,1.0,90.0,Glen Eira,-37.8973,145.0625,7822,57.0,1,0,0
Carnegie,2,t,855000,2016-04-16,11.4,3163,2,1,1.0,106.0,Glen Eira,-37.8886,145.05200000000005,7822,31.0,1,0,0
Carnegie,3,h,1000000,2016-04-16,11.4,3163,3,2,1.0,126.0,Glen Eira,-37.8905,145.0518,7822,55.0,1,0,0
Carnegie,4,h,1450000,2016-04-16,11.4,3163,4,2,2.0,200.0,Glen Eira,-37.8955,145.0515,7822,87.0,1,0,0
Alphington,3,h,1540000,2016-04-16,6.4,3078,3,1,2.0,126.0,Darebin,-37.7755,145.0288,2211,60.0,1,0,0
Carnegie,2,h,817500,2016-04-16,11.4,3163,2,1,1.0,102.0,Glen Eira,-37.8856,145.0599,7822,23.0,1,0,0
Reservoir,2,t,530000,2016-04-16,11.2,3073,2,1,1.0,106.0,Darebin,-37.7141,145.0047,21650,18.0,1,0,0
Reservoir,3,h,680000,2016-04-16,11.2,3073,3,1,4.0,146.0,Darebin,-37.6983,144.9941,21650,60.0,1,0,0
Reservoir,2,u,323000,2016-04-16,11.2,3073,2,1,1.0,65.0,Darebin,-37.7093,145.0084,21650,65.0,1,0,0
Reservoir,2,u,376000,2016-04-16,11.2,3073,2,1,1.0,77.0,Darebin,-37.7104,145.0076,21650,55.0,1,0,0
Reservoir,4,h,670000,2016-04-16,11.2,3073,4,2,2.0,126.0,Darebin,-37.7064,145.0321,21650,55.0,1,0,0
Heidelberg Heights,2,h,650000,2016-04-16,10.5,3081,2,1,3.0,85.0,Banyule,-37.7377,145.0541,2947,75.0,1,0,0
Heidelberg Heights,5,h,890000,2016-04-16,10.5,3081,5,2,2.0,172.0,Banyule,-37.7487,145.0522,2947,53.0,1,0,0
Heidelberg Heights,3,h,650000,2016-04-16,10.5,3081,3,1,2.0,90.0,Banyule,-37.7422,145.05,2947,70.0,1,0,0
Flemington,1,h,250000,2016-04-16,4.4,3031,1,1,1.0,126.0,Moonee Valley,-37.7854,144.9326,3593,95.0,1,0,0
Carlton North,3,h,1214000,2016-04-16,3.2,3054,3,3,1.0,126.0,Yarra,-37.7885,144.9757,3106,95.0,1,0,0
Carlton North,4,h,2520000,2016-04-16,3.2,3054,4,2,2.0,168.0,Yarra,-37.7805,144.9721,3106,135.0,1,0,0
Heidelberg West,2,h,620000,2016-04-16,9.4,3081,2,1,2.0,88.0,Banyule,-37.7389,145.0393,2674,75.0,1,0,0
Fitzroy North,3,h,1141000,2016-04-16,3.5,3068,2,1,1.0,126.0,Moreland,-37.7739,144.9819,6244,125.0,1,0,0
Fitzroy North,3,h,1275000,2016-04-16,3.5,3068,3,2,1.0,110.0,Yarra,-37.7813,144.9834,6244,135.0,1,0,0
Elwood,2,u,560000,2016-04-16,7.7,3184,2,1,0.0,70.0,Port Phillip,-37.8751,144.987,8989,95.0,1,0,0
Footscray,2,u,615000,2016-04-16,6.4,3011,2,1,3.0,126.0,Maribyrnong,-37.7975,144.8855,7570,65.0,1,0,0
Sunshine West,3,h,544500,2016-04-16,13.5,3020,4,2,2.0,126.0,Brimbank,-37.7841,144.8052,6763,55.0,1,0,0
Sunshine West,3,h,480000,2016-04-16,13.5,3020,3,1,2.0,148.0,Brimbank,-37.7836,144.7988,6763,65.0,1,0,0
South Melbourne,2,u,1500000,2016-04-16,2.1,3205,2,2,2.0,126.0,Port Phillip,-37.8369,144.968,5943,21.0,1,0,0
South Melbourne,2,h,2000000,2016-04-16,2.1,3205,2,2,1.0,150.0,Port Phillip,-37.8389,144.9612,5943,125.0,1,0,0
Hawthorn,5,h,3950000,2016-04-16,4.6,3122,4,2,3.0,340.0,Boroondara,-37.8257,145.0321,11308,135.0,1,0,0
Sunshine North,3,h,635800,2016-04-16,13.3,3020,3,1,1.0,126.0,Brimbank,-37.7696,144.84,4217,65.0,1,0,0
Sunshine North,4,h,735000,2016-04-16,13.3,3020,4,2,5.0,201.0,Brimbank,-37.7693,144.8351,4217,50.0,1,0,0
Caulfield South,4,h,1960000,2016-04-16,9.3,3162,5,3,4.0,126.0,Glen Eira,-37.8923,145.0177,5051,65.0,1,0,0
Caulfield South,2,h,1262000,2016-04-16,9.3,3162,4,2,2.0,272.0,Glen Eira,-37.8901,145.0224,5051,9.0,1,0,0
Footscray,1,u,375000,2016-04-16,6.4,3011,1,1,1.0,50.0,Maribyrnong,-37.8006,144.881,7570,105.0,1,0,0
Caulfield South,2,h,825000,2016-04-16,9.3,3162,2,1,1.0,85.0,Glen Eira,-37.8995,145.0241,5051,95.0,1,0,0
Fitzroy,3,h,2200000,2016-04-16,1.6,3065,3,2,1.0,126.0,Yarra,-37.8003,144.9806,5825,50.0,1,0,0
Middle Park,2,h,1025000,2016-04-23,4.1,3206,2,1,0.0,73.0,Port Phillip,-37.8551,144.968,2019,115.0,1,0,0
Fairfield,3,h,1065000,2016-04-23,5.8,3078,3,1,2.0,126.0,Darebin,-37.7713,145.0196,2970,95.0,1,0,0
Fitzroy,2,u,660000,2016-04-23,1.6,3065,2,2,0.0,126.0,Yarra,-37.8035,144.9826,5825,50.0,1,0,0
Moonee Ponds,3,t,870000,2016-04-23,6.9,3039,3,2,2.0,152.0,Moonee Valley,-37.7631,144.9357,6232,25.0,1,0,0
Brunswick East,3,t,1010000,2016-04-23,4.5,3057,3,2,1.0,133.0,Moreland,-37.774,144.9731,5533,11.0,1,0,0
Avondale Heights,3,h,695000,2016-04-23,10.5,3034,3,1,2.0,126.0,Moonee Valley,-37.771,144.8586,4502,55.0,1,0,0
Carlton,4,h,2033000,2016-04-23,1.8,3053,2,2,2.0,126.0,Melbourne,-37.7998,144.9665,6786,55.0,1,0,0
Murrumbeena,2,t,720000,2016-04-23,12.1,3163,2,2,2.0,126.0,Glen Eira,-37.8969,145.0654,4442,17.0,1,0,0
Ascot Vale,3,h,1130000,2016-04-23,5.9,3032,3,2,1.0,157.0,Moonee Valley,-37.7774,144.928,6567,125.0,1,0,0
Ormond,3,u,940000,2016-04-23,11.8,3204,3,2,1.0,137.0,Glen Eira,-37.9061,145.0478,3578,27.0,1,0,0
South Melbourne,3,t,1185000,2016-04-23,2.1,3205,3,2,1.0,3.0,Port Phillip,-37.8341,144.9541,5943,125.0,1,0,0
Richmond,3,h,1650000,2016-04-23,2.6,3121,3,2,1.0,141.0,Yarra,-37.8217,145.007,14949,105.0,1,0,0
South Yarra,1,u,310000,2016-04-23,3.3,3141,1,1,1.0,37.0,Melbourne,-37.8319,144.9876,14887,55.0,1,0,0
Flemington,3,h,991000,2016-04-23,4.4,3031,3,1,4.0,126.0,Moonee Valley,-37.7867,144.9249,3593,110.0,1,0,0
Yarraville,3,h,745000,2016-04-23,7.0,3013,2,1,1.0,126.0,Maribyrnong,-37.8195,144.8973,6543,75.0,1,0,0
Moonee Ponds,2,h,801000,2016-04-23,6.9,3039,2,1,0.0,126.0,Moonee Valley,-37.7712,144.9254,6232,95.0,1,0,0
Moonee Ponds,3,h,1250000,2016-04-23,6.9,3039,3,2,1.0,222.0,Moonee Valley,-37.7638,144.9175,6232,23.0,1,0,0
Balwyn North,2,u,735000,2016-04-23,9.2,3104,2,1,1.0,126.0,Boroondara,-37.7953,145.0712,7809,55.0,1,0,0
Maribyrnong,4,h,1048700,2016-04-23,8.7,3032,3,2,2.0,245.0,Maribyrnong,-37.774,144.877,4918,26.0,1,0,0
Pascoe Vale,3,h,600000,2016-04-23,9.9,3044,3,1,4.0,111.0,Moreland,-37.7156,144.94299999999996,7485,70.0,1,0,0
Fitzroy North,3,h,2300000,2016-04-23,3.5,3068,4,1,2.0,126.0,Yarra,-37.7786,144.9846,6244,125.0,1,0,0
Brunswick East,3,h,998000,2016-04-23,4.5,3057,3,1,2.0,118.0,Moreland,-37.7723,144.9761,5533,25.0,1,0,0
Fitzroy North,2,h,937500,2016-04-23,3.5,3068,2,1,0.0,72.0,Yarra,-37.788,144.9791,6244,135.0,1,0,0
Pascoe Vale,2,h,630000,2016-04-23,9.9,3044,2,1,1.0,126.0,Moreland,-37.724,144.9501,7485,55.0,1,0,0
Yarraville,3,h,867000,2016-04-23,7.0,3013,3,1,1.0,126.0,Maribyrnong,-37.8198,144.8904,6543,75.0,1,0,0
Melbourne,1,u,436000,2016-04-23,2.8,3000,1,1,0.0,126.0,Melbourne,-37.8159,144.972,17496,23.0,1,0,0
Essendon,2,u,736000,2016-04-23,8.0,3040,2,1,1.0,106.0,Moonee Valley,-37.7412,144.8974,9264,85.0,1,0,0
Balwyn North,5,h,1500000,2016-04-23,9.2,3104,5,2,2.0,126.0,Boroondara,-37.7832,145.0796,7809,65.0,1,0,0
Yarraville,4,h,1158000,2016-04-23,7.0,3013,4,1,3.0,96.0,Maribyrnong,-37.8117,144.8873,6543,115.0,1,0,0
Pascoe Vale,2,t,410000,2016-04-23,9.9,3044,2,1,1.0,88.0,Moreland,-37.7233,144.9507,7485,11.0,1,0,0
South Melbourne,1,u,480000,2016-04-23,2.1,3205,1,1,1.0,126.0,Port Phillip,-37.8369,144.968,5943,21.0,1,0,0
Maidstone,3,h,750000,2016-04-23,9.2,3012,2,2,1.0,126.0,Maribyrnong,-37.7829,144.8684,3873,20.5,1,0,0
Elsternwick,2,h,895000,2016-04-23,8.5,3185,2,1,1.0,81.0,Glen Eira,-37.8849,144.9993,4898,110.0,1,0,0
Reservoir,3,h,692500,2016-04-23,11.2,3073,3,2,2.0,126.0,Darebin,-37.7086,145.0313,21650,55.0,1,0,0
Reservoir,2,u,525000,2016-04-23,11.2,3073,3,1,2.0,126.0,Darebin,-37.705,145.0152,21650,11.0,1,0,0
Reservoir,3,h,450000,2016-04-23,11.2,3073,2,2,2.0,126.0,Darebin,-37.7211,145.0147,21650,55.0,1,0,0
Reservoir,3,h,600000,2016-04-23,11.2,3073,3,2,2.0,126.0,Darebin,-37.7208,145.0148,21650,55.0,1,0,0
Reservoir,3,h,572000,2016-04-23,11.2,3073,3,1,2.0,126.0,Darebin,-37.7104,145.0257,21650,55.0,1,0,0
Keilor East,4,h,680000,2016-04-23,12.8,3033,4,2,2.0,126.0,Brimbank,-37.742,144.8523,5629,45.0,1,0,0
Keilor East,3,h,825000,2016-04-23,12.8,3033,3,2,1.0,126.0,Moonee Valley,-37.7378,144.8705,5629,8.0,1,0,0
Brunswick,3,h,835000,2016-04-23,5.2,3056,3,1,0.0,126.0,Moreland,-37.758,144.9724,11918,99.0,1,0,0
Brunswick,2,h,705000,2016-04-23,5.2,3056,2,1,1.0,68.0,Moreland,-37.7646,144.9586,11918,115.0,1,0,0
Brunswick,2,h,800000,2016-04-23,5.2,3056,2,1,0.0,126.0,Moreland,-37.7745,144.9558,11918,99.0,1,0,0
Hawthorn,2,u,665000,2016-04-23,4.6,3122,2,1,3.0,70.0,Boroondara,-37.8183,145.0194,11308,60.0,1,0,0
Carnegie,3,h,1125000,2016-04-23,11.4,3163,3,1,1.0,120.0,Glen Eira,-37.8993,145.0528,7822,100.0,1,0,0
Carnegie,4,t,1100000,2016-04-23,11.4,3163,4,3,2.0,126.0,Glen Eira,-37.8978,145.0506,7822,29.0,1,0,0
Carnegie,3,h,990000,2016-04-23,11.4,3163,3,2,2.0,126.0,Glen Eira,-37.8927,145.0644,7822,55.0,1,0,0
Preston,4,h,600000,2016-04-23,8.8,3072,4,1,2.0,126.0,Darebin,-37.7456,145.0025,14577,75.0,1,0,0
Brunswick West,3,h,995000,2016-04-23,5.9,3055,3,1,2.0,126.0,Moreland,-37.757,144.9446,7082,65.0,1,0,0
Brunswick West,3,h,901000,2016-04-23,5.9,3055,3,1,4.0,126.0,Moreland,-37.762,144.9497,7082,65.0,1,0,0
Templestowe Lower,3,h,940000,2016-04-23,13.8,3107,3,1,1.0,126.0,Manningham,-37.7611,145.1168,5420,55.0,1,0,0
Bulleen,4,h,1244000,2016-04-23,11.8,3105,4,2,2.0,126.0,Manningham,-37.7735,145.088,4480,55.0,1,0,0
Ivanhoe,3,h,1225000,2016-04-23,7.9,3079,3,1,1.0,130.0,Banyule,-37.7709,145.0425,5549,95.0,1,0,0
Ascot Vale,3,h,1291000,2016-04-23,5.9,3032,3,1,2.0,126.0,Moonee Valley,-37.7766,144.9185,6567,105.0,1,0,0
Heidelberg Heights,2,u,450000,2016-04-23,10.5,3081,2,1,1.0,82.0,Banyule,-37.7359,145.0563,2947,65.0,1,0,0
Surrey Hills,5,h,1518000,2016-04-23,11.2,3127,5,2,1.0,231.0,Whitehorse,-37.8352,145.1023,5457,75.0,1,0,0
Heidelberg West,3,h,1375000,2016-04-23,9.4,3081,3,1,1.0,106.0,Banyule,-37.7344,145.04399999999995,2674,65.0,1,0,0
Canterbury,2,u,690500,2016-04-23,9.0,3126,2,1,1.0,126.0,Boroondara,-37.8257,145.0856,3265,80.0,1,0,0
Reservoir,4,h,790000,2016-04-23,11.2,3073,4,2,2.0,126.0,Darebin,-37.7243,145.0014,21650,55.0,1,0,0
Southbank,2,u,690000,2016-04-23,1.2,3006,2,3,1.0,126.0,Melbourne,-37.8295,144.9692,8400,12.0,1,0,0
Kensington,2,u,460000,2016-04-23,4.2,3031,2,1,1.0,84.0,Melbourne,-37.7948,144.9314,5263,15.0,1,0,0
Hampton,4,h,2200000,2016-04-23,13.7,3188,4,3,4.0,305.0,Bayside,-37.9336,144.9999,5454,25.0,1,0,0
Malvern East,1,u,300000,2016-04-23,11.2,3145,1,1,1.0,42.0,Stonnington,-37.8764,145.0463,8801,12.0,1,0,0
Glenroy,4,h,600000,2016-04-23,13.0,3046,4,1,2.0,159.0,Moreland,-37.6975,144.9065,8870,57.0,1,0,0
Eaglemont,2,u,600000,2016-04-23,10.3,3084,2,1,1.0,95.0,Banyule,-37.7669,145.0521,1651,55.0,1,0,0
Doncaster,2,u,452000,2016-04-23,13.9,3108,2,1,1.0,68.0,Manningham,-37.7887,145.1436,9028,50.0,1,0,0
Doncaster,3,h,1391000,2016-04-23,13.9,3108,3,1,1.0,175.0,Manningham,-37.7934,145.1207,9028,60.0,1,0,0
Maidstone,2,u,360000,2016-04-23,9.2,3012,3,2,1.0,90.0,Maribyrnong,-37.7776,144.8723,3873,20.5,1,0,0
Gowanbrae,3,h,390000,2016-04-23,13.6,3043,3,2,1.0,136.0,Moreland,-37.7091,144.8958,1071,20.0,1,0,0
St Kilda,2,u,535000,2016-04-23,6.1,3182,2,1,1.0,70.0,Port Phillip,-37.8614,144.9793,13240,95.0,1,0,0
Box Hill,2,u,400000,2016-04-23,13.1,3128,2,1,1.0,126.0,Whitehorse,-37.8248,145.1215,4605,75.0,1,0,0
Box Hill,3,h,1170000,2016-04-23,13.1,3128,3,1,1.0,95.0,Whitehorse,-37.8264,145.1248,4605,105.0,1,0,0
Hadfield,5,h,800000,2016-04-23,12.1,3046,5,2,1.0,126.0,Moreland,-37.7091,144.9491,2606,60.0,1,0,0
Coburg North,2,t,570000,2016-04-23,9.2,3058,2,2,2.0,126.0,Moreland,-37.7263,144.9843,3445,65.0,1,0,0
Strathmore,3,h,1205000,2016-04-23,9.7,3041,3,1,2.0,126.0,Moonee Valley,-37.736,144.9202,3284,55.0,1,0,0
Prahran,2,h,1180000,2016-04-23,4.5,3181,2,1,0.0,215.0,Stonnington,-37.8577,145.0053,7717,125.0,1,0,0
Prahran,2,u,510000,2016-04-23,4.5,3181,2,1,1.0,126.0,Stonnington,-37.8513,144.9943,7717,26.0,1,0,0
Watsonia,2,t,485000,2016-04-23,14.9,3087,2,1,1.0,126.0,Banyule,-37.7143,145.0781,2329,55.0,1,0,0
Strathmore,2,h,535000,2016-04-23,9.7,3041,2,1,1.0,126.0,Moonee Valley,-37.7296,144.9234,3284,55.0,1,0,0
Coburg,4,h,1250000,2016-04-23,7.8,3058,4,3,1.0,249.0,Moreland,-37.7537,144.9766,11204,125.0,1,0,0
Kew,4,h,2800000,2016-04-23,5.6,3101,4,1,0.0,126.0,Boroondara,-37.8012,145.0297,10331,65.0,1,0,0
Kew,2,u,551000,2016-04-23,5.6,3101,2,1,2.0,86.0,Boroondara,-37.7925,145.0263,10331,33.0,1,0,0
Coburg,3,h,725000,2016-04-23,7.8,3058,3,1,0.0,131.0,Moreland,-37.7539,144.9612,11204,125.0,1,0,0
Coburg,3,h,825000,2016-04-23,7.8,3058,3,1,2.0,131.0,Moreland,-37.7459,144.9773,11204,105.0,1,0,0
Toorak,3,h,4200000,2016-04-23,4.6,3142,4,4,2.0,331.0,Stonnington,-37.8448,145.0123,7217,20.0,1,0,0
Coburg,1,h,482500,2016-04-23,7.8,3058,1,1,1.0,126.0,Moreland,-37.7554,144.9648,11204,85.0,1,0,0
Coburg,3,h,680000,2016-04-23,7.8,3058,2,1,2.0,72.0,Moreland,-37.7448,144.9478,11204,105.0,1,0,0
Kensington,2,u,395000,2016-04-23,4.2,3031,2,1,1.0,80.0,Melbourne,-37.7899,144.9231,5263,23.0,1,0,0
Fawkner,3,h,617000,2016-04-23,12.4,3060,3,1,1.0,114.0,Moreland,-37.6973,144.96200000000005,5070,65.0,1,0,0
Seddon,4,h,970000,2016-04-23,6.6,3011,2,2,1.0,127.0,Maribyrnong,-37.8047,144.8948,2417,105.0,1,0,0
Newport,3,h,805000,2016-04-23,8.4,3015,3,1,2.0,104.0,Hobsons Bay,-37.8422,144.8784,5498,95.0,1,0,0
Heidelberg,2,t,600000,2016-04-23,10.6,3084,2,1,2.0,126.0,Banyule,-37.7515,145.0649,2890,55.0,1,0,0
Newport,2,h,680000,2016-04-23,8.4,3015,2,1,1.0,101.0,Hobsons Bay,-37.8368,144.8768,5498,25.0,1,0,0
Airport West,3,h,662000,2016-04-23,13.5,3042,3,1,2.0,126.0,Moonee Valley,-37.7169,144.8815,3464,45.0,1,0,0
Altona North,3,h,590000,2016-04-23,11.1,3025,3,1,2.0,126.0,Hobsons Bay,-37.8444,144.8491,5132,60.0,1,0,0
Heidelberg,3,h,655000,2016-04-23,10.6,3084,3,2,2.0,3.0,Banyule,-37.7514,145.0689,2890,53.0,1,0,0
Albert Park,3,h,2100000,2016-04-23,3.3,3206,2,1,1.0,123.0,Port Phillip,-37.8427,144.9546,3280,125.0,1,0,0
Northcote,3,h,1225000,2016-04-23,5.5,3070,3,1,2.0,135.0,Darebin,-37.764,144.9976,11364,115.0,1,0,0
Northcote,1,u,370000,2016-04-23,5.5,3070,2,1,1.0,126.0,Darebin,-37.7635,144.9934,11364,105.0,1,0,0
Altona,3,u,577000,2016-04-23,13.8,3018,3,2,1.0,113.0,Hobsons Bay,-37.8684,144.815,5301,18.0,1,0,0
Hawthorn East,2,u,655250,2016-04-23,7.5,3123,2,1,1.0,69.0,Boroondara,-37.8227,145.0528,6482,55.0,1,0,0
Templestowe Lower,4,h,1500000,2016-05-07,13.8,3107,4,2,2.0,255.0,Manningham,-37.767,145.119,5420,12.0,1,0,0
Northcote,2,t,650000,2016-05-07,5.5,3070,2,2,2.0,100.0,Darebin,-37.7627,144.9898,11364,12.0,1,0,0
Northcote,3,h,860000,2016-05-07,5.5,3070,3,1,1.0,126.0,Darebin,-37.766,145.0039,11364,105.0,1,0,0
Brunswick,3,h,1310000,2016-05-07,5.2,3056,3,2,2.0,126.0,Moreland,-37.7759,144.9578,11918,145.0,1,0,0
Armadale,3,u,735000,2016-05-07,6.3,3143,3,2,1.0,14.0,Stonnington,-37.8543,145.0262,4836,55.0,1,0,0
Prahran,2,h,1303000,2016-05-07,4.5,3181,2,1,0.0,160.0,Stonnington,-37.8512,145.0053,7717,125.0,1,0,0
Moonee Ponds,4,h,1445000,2016-05-07,6.9,3039,3,3,2.0,178.0,Moonee Valley,-37.7617,144.9272,6232,105.0,1,0,0
Brunswick,4,t,860000,2016-05-07,5.2,3056,4,2,1.0,97.0,Moreland,-37.7772,144.9653,11918,99.0,1,0,0
Airport West,2,t,450000,2016-05-07,13.5,3042,2,1,1.0,90.0,Moonee Valley,-37.7216,144.871,3464,10.0,1,0,0
Preston,3,h,560000,2016-05-07,8.8,3072,4,1,2.0,126.0,Darebin,-37.7333,145.0353,14577,75.0,1,0,0
Carlton,2,h,720000,2016-05-07,1.8,3053,2,1,1.0,71.0,Melbourne,-37.793,144.9728,6786,135.0,1,0,0
Prahran,2,h,1182500,2016-05-07,4.5,3181,2,1,0.0,72.0,Stonnington,-37.852,145.0061,7717,125.0,1,0,0
Carlton,2,u,610250,2016-05-07,1.8,3053,2,1,1.0,72.0,Melbourne,-37.8009,144.9662,6786,31.0,1,0,0
Carlton,3,h,1590000,2016-05-07,1.8,3053,2,2,2.0,106.0,Melbourne,-37.7983,144.9655,6786,125.0,1,0,0
Carlton,3,h,1662000,2016-05-07,1.8,3053,3,1,0.0,126.0,Melbourne,-37.8009,144.9729,6786,55.0,1,0,0
Rosanna,3,u,560000,2016-05-07,11.4,3084,3,1,1.0,112.0,Banyule,-37.7386,145.0733,3540,25.0,1,0,0
Albert Park,4,h,2300000,2016-05-07,3.3,3206,4,2,1.0,180.0,Port Phillip,-37.8447,144.9523,3280,145.0,1,0,0
Rosanna,3,h,1050000,2016-05-07,11.4,3084,3,1,2.0,205.0,Banyule,-37.7299,145.0656,3540,75.0,1,0,0
Albert Park,2,h,1550000,2016-05-07,3.3,3206,2,1,1.0,126.0,Port Phillip,-37.8405,144.9521,3280,125.0,1,0,0
Essendon,3,h,1365000,2016-05-07,8.0,3040,3,1,1.0,126.0,Moonee Valley,-37.7528,144.8967,9264,55.0,1,0,0
Glen Iris,3,h,1750000,2016-05-07,9.2,3146,3,2,2.0,126.0,Boroondara,-37.8556,145.06799999999996,10412,75.0,1,0,0
Coburg North,3,h,700000,2016-05-07,9.2,3058,3,1,2.0,108.0,Moreland,-37.7201,144.9696,3445,75.0,1,0,0
Balwyn,3,h,700000,2016-05-07,9.7,3103,3,1,1.0,110.0,Boroondara,-37.8065,145.065,5682,55.0,1,0,0
Balwyn,4,h,2130000,2016-05-07,9.7,3103,4,2,2.0,126.0,Boroondara,-37.8055,145.0699,5682,50.0,1,0,0
Rosanna,4,h,1020000,2016-05-07,11.4,3084,4,2,2.0,181.0,Banyule,-37.7348,145.0656,3540,85.0,1,0,0
Preston,2,h,850000,2016-05-07,8.8,3072,2,1,1.0,102.0,Darebin,-37.7384,145.0058,14577,85.0,1,0,0
Preston,2,h,650000,2016-05-07,8.8,3072,2,1,1.0,360.0,Darebin,-37.7485,145.0025,14577,75.0,1,0,0
Pascoe Vale,3,h,522500,2016-05-07,9.9,3044,3,1,1.0,121.0,Moreland,-37.7177,144.9321,7485,20.0,1,0,0
Brighton East,3,h,1400000,2016-05-07,10.7,3187,3,1,3.0,182.0,Bayside,-37.9177,145.0143,6938,75.0,1,0,0
Brighton East,3,h,1300000,2016-05-07,10.7,3187,3,2,3.0,126.0,Bayside,-37.927,145.0267,6938,65.0,1,0,0
Camberwell,3,h,2325000,2016-05-07,7.8,3124,3,2,2.0,131.0,Boroondara,-37.8426,145.0943,8920,95.0,1,0,0
Murrumbeena,3,u,975000,2016-05-07,12.1,3163,3,2,1.0,109.0,Glen Eira,-37.8936,145.0709,4442,50.0,1,0,0
Brighton East,5,h,1600000,2016-05-07,10.7,3187,5,2,2.0,245.0,Bayside,-37.9084,145.0221,6938,80.0,1,0,0
Camberwell,4,h,2600000,2016-05-07,7.8,3124,3,2,2.0,232.0,Boroondara,-37.8237,145.0638,8920,128.0,1,0,0
Camberwell,4,h,2950000,2016-05-07,7.8,3124,4,2,4.0,126.0,Boroondara,-37.8382,145.0904,8920,65.0,1,0,0
Ivanhoe,2,u,490000,2016-05-07,7.9,3079,2,1,1.0,126.0,Banyule,-37.7669,145.0505,5549,65.0,1,0,0
Ivanhoe,2,u,739000,2016-05-07,7.9,3079,2,1,1.0,91.0,Banyule,-37.7702,145.0493,5549,60.0,1,0,0
Ivanhoe,3,h,1340000,2016-05-07,7.9,3079,2,1,1.0,126.0,Banyule,-37.7614,145.0433,5549,62.5,1,0,0
Reservoir,2,u,405000,2016-05-07,11.2,3073,2,1,1.0,94.0,Darebin,-37.711,145.0027,21650,16.0,1,0,0
Reservoir,2,h,365000,2016-05-07,11.2,3073,2,1,1.0,83.0,Darebin,-37.7273,145.0254,21650,65.0,1,0,0
Prahran,2,u,830000,2016-05-07,4.5,3181,2,1,1.0,126.0,Stonnington,-37.8503,144.9855,7717,95.0,1,0,0
Pascoe Vale,2,h,601500,2016-05-07,9.9,3044,2,1,1.0,126.0,Moreland,-37.7286,144.9249,7485,25.0,1,0,0
Brighton East,2,h,1780000,2016-05-07,10.7,3187,4,3,2.0,119.0,Bayside,-37.9205,145.0102,6938,90.0,1,0,0
Northcote,2,u,418000,2016-05-07,5.5,3070,2,1,1.0,126.0,Darebin,-37.768,144.9895,11364,105.0,1,0,0
Pascoe Vale,2,u,495000,2016-05-07,9.9,3044,3,1,2.0,126.0,Moreland,-37.7317,144.9313,7485,55.0,1,0,0
Pascoe Vale,3,h,738000,2016-05-07,9.9,3044,3,1,1.0,106.0,Moreland,-37.7153,144.9418,7485,51.0,1,0,0
Brunswick,2,t,605000,2016-05-07,5.2,3056,2,1,1.0,78.0,Moreland,-37.7588,144.9646,11918,16.0,1,0,0
Balaclava,1,u,280000,2016-05-07,6.6,3183,1,1,1.0,126.0,Port Phillip,-37.8733,144.997,2952,65.0,1,0,0
Brunswick,2,h,860000,2016-05-07,5.2,3056,2,1,1.0,126.0,Moreland,-37.7742,144.9541,11918,115.0,1,0,0
Brighton East,5,h,1200000,2016-05-07,10.7,3187,5,2,5.0,270.0,Bayside,-37.932,145.0284,6938,105.0,1,0,0
Kensington,3,h,961000,2016-05-07,4.2,3031,3,1,1.0,126.0,Melbourne,-37.7925,144.9323,5263,26.5,1,0,0
